user_id,topic_id,days_since_last_review,repetitions,ease_factor,recalled_correctly
130,89,27,0,2.5,0
46,2,12,0,2.5,0
331,63,13,0,2.5,0
114,0,4,0,2.5,0
422,40,13,0,2.5,0
425,38,9,0,2.5,0
461,21,15,0,2.5,0
68,12,9,0,2.5,0
65,24,2,0,2.5,0
40,34,9,0,2.5,0
448,37,21,0,2.5,0
145,45,30,0,2.5,0
282,42,8,0,2.5,0
47,38,18,0,2.5,0
463,72,21,0,2.5,0
124,4,2,0,2.5,1
150,76,20,0,2.5,0
18,14,9,0,2.5,0
217,66,27,0,2.5,0
259,4,12,0,2.5,0
24,57,26,0,2.5,0
351,84,28,0,2.5,0
295,65,5,0,2.5,1
74,45,18,0,2.5,0
284,37,8,0,2.5,0
309,25,16,0,2.5,0
437,52,14,0,2.5,0
344,7,27,0,2.5,0
115,92,16,0,2.5,0
337,43,26,0,2.5,0
384,14,25,0,2.5,0
405,38,28,0,2.5,0
241,26,30,0,2.5,0
356,71,9,0,2.5,0
377,31,5,0,2.5,1
353,80,9,0,2.5,0
378,81,15,0,2.5,0
244,54,2,0,2.5,1
225,56,2,0,2.5,0
297,28,7,0,2.5,0
186,20,20,0,2.5,0
219,89,23,0,2.5,0
343,47,26,0,2.5,0
184,24,13,0,2.5,0
451,78,26,0,2.5,0
375,60,11,0,2.5,0
470,48,7,0,2.5,0
129,35,3,0,2.5,0
435,22,12,0,2.5,0
170,97,21,0,2.5,0
192,16,4,0,2.5,1
196,40,24,0,2.5,0
152,54,16,0,2.5,0
420,17,22,0,2.5,0
160,84,9,0,2.5,0
293,51,18,0,2.5,0
340,6,9,0,2.5,0
364,77,27,0,2.5,0
235,23,22,0,2.5,0
105,77,6,0,2.5,1
358,10,18,0,2.5,0
308,30,4,0,2.5,0
402,23,1,0,2.5,1
108,37,15,0,2.5,0
297,61,5,0,2.5,0
74,33,30,0,2.5,0
244,14,22,0,2.5,0
180,28,5,0,2.5,0
261,31,20,0,2.5,0
451,70,13,0,2.5,0
369,41,12,0,2.5,1
486,77,17,0,2.5,0
200,8,15,0,2.5,0
145,99,27,0,2.5,0
75,61,4,0,2.5,0
417,72,3,0,2.5,0
336,84,22,0,2.5,0
206,52,17,0,2.5,0
332,99,25,0,2.5,0
284,21,20,0,2.5,0
361,34,1,0,2.5,1
300,82,2,0,2.5,0
213,91,4,0,2.5,0
399,55,16,0,2.5,0
169,13,0,0,2.3,1
194,57,30,0,2.5,0
77,25,5,0,2.5,0
262,71,12,0,2.5,0
306,83,8,0,2.5,0
244,6,4,0,2.5,0
122,1,14,0,2.5,0
13,23,21,0,2.5,0
108,98,15,0,2.5,0
463,34,25,0,2.5,0
293,47,28,0,2.5,0
216,1,14,0,2.5,0
183,23,10,0,2.5,1
351,48,10,0,2.5,0
88,85,10,0,2.5,0
16,27,23,0,2.5,0
70,85,11,0,2.5,0
459,71,7,0,2.5,0
395,80,23,0,2.5,0
343,62,5,0,2.5,1
158,99,17,0,2.5,0
420,46,18,0,2.5,0
29,35,1,0,2.5,0
57,10,30,0,2.5,0
293,21,21,0,2.5,0
408,47,13,0,2.5,0
483,50,25,0,2.5,0
417,61,9,0,2.5,1
260,54,17,0,2.5,0
470,17,25,0,2.5,0
97,38,16,0,2.5,0
35,70,15,0,2.5,0
33,28,17,0,2.5,0
13,0,14,0,2.5,0
362,58,7,0,2.5,0
387,22,8,0,2.5,0
300,32,3,0,2.5,0
389,98,9,0,2.5,0
59,27,18,0,2.5,0
460,4,20,0,2.5,0
150,12,13,0,2.5,0
45,95,22,0,2.5,0
198,10,1,0,2.5,0
260,49,27,0,2.5,0
317,85,6,0,2.5,0
463,14,9,0,2.5,0
491,83,6,0,2.5,0
3,1,13,0,2.5,0
61,58,24,0,2.5,0
353,3,17,0,2.5,0
73,72,1,0,2.5,1
389,7,24,0,2.5,0
83,80,4,0,2.5,0
436,98,15,0,2.5,0
338,73,14,0,2.5,0
486,53,17,0,2.5,0
224,87,30,0,2.5,0
108,50,14,0,2.5,0
6,53,25,0,2.5,0
440,86,6,0,2.5,1
441,8,13,0,2.5,0
421,0,22,0,2.5,0
198,45,12,0,2.5,0
55,11,8,0,2.5,0
266,26,12,0,2.5,0
353,64,11,0,2.5,0
335,94,11,0,2.5,0
169,13,0,1,2.4,1
211,10,1,0,2.5,1
372,96,25,0,2.5,0
449,60,13,0,2.5,0
29,83,1,0,2.5,1
408,12,12,0,2.5,0
355,6,18,0,2.5,0
301,73,30,0,2.5,0
72,7,19,0,2.5,0
167,20,14,0,2.5,0
306,36,24,0,2.5,0
10,15,19,0,2.5,0
176,5,17,0,2.5,0
192,60,17,0,2.5,0
70,50,27,0,2.5,0
439,16,18,0,2.5,0
493,83,23,0,2.5,0
462,65,4,0,2.5,1
183,12,29,0,2.5,0
11,85,25,0,2.5,0
311,53,22,0,2.5,0
178,95,15,0,2.5,0
133,5,27,0,2.5,0
356,92,20,0,2.5,0
320,80,9,0,2.5,0
445,67,21,0,2.5,0
294,83,20,0,2.5,0
241,96,27,0,2.5,0
411,24,6,0,2.5,1
241,86,13,0,2.5,0
480,0,3,0,2.5,0
82,79,19,0,2.5,0
343,81,10,0,2.5,0
460,67,13,0,2.5,0
230,51,22,0,2.5,0
437,5,11,0,2.5,0
354,56,6,0,2.5,0
167,51,27,0,2.5,0
306,58,18,0,2.5,0
113,35,11,0,2.5,0
381,51,24,0,2.5,0
326,32,22,0,2.5,0
54,76,27,0,2.5,0
356,68,15,0,2.5,0
201,28,10,0,2.5,0
237,13,28,0,2.5,0
255,61,8,0,2.5,0
238,69,30,0,2.5,0
42,61,20,0,2.5,0
440,37,12,0,2.5,0
27,2,14,0,2.5,0
420,52,14,0,2.5,0
274,67,17,0,2.5,0
480,79,18,0,2.5,0
257,27,6,0,2.5,0
39,35,24,0,2.5,0
337,19,10,0,2.5,0
203,56,0,0,2.3,1
421,25,21,0,2.5,0
319,30,13,0,2.5,0
138,31,22,0,2.5,0
159,23,27,0,2.5,0
468,2,4,0,2.5,0
371,58,0,0,2.3,1
100,5,8,0,2.5,0
287,47,8,0,2.5,0
118,52,29,0,2.5,0
303,30,30,0,2.5,0
259,53,1,0,2.5,1
406,29,5,0,2.5,0
334,33,21,0,2.5,0
428,29,28,0,2.5,0
316,66,19,0,2.5,0
216,38,20,0,2.5,0
175,8,24,0,2.5,0
138,18,27,0,2.5,0
185,70,20,0,2.5,0
50,85,26,0,2.5,0
6,43,9,0,2.5,0
20,11,11,0,2.5,0
260,15,10,0,2.5,1
48,80,14,0,2.5,0
208,87,2,0,2.5,1
435,65,8,0,2.5,1
244,50,29,0,2.5,0
352,70,27,0,2.5,0
461,59,15,0,2.5,0
307,61,13,0,2.5,0
282,35,20,0,2.5,0
185,21,7,0,2.5,0
410,13,12,0,2.5,0
329,13,16,0,2.5,0
445,74,12,0,2.5,0
292,50,2,0,2.5,0
268,41,25,0,2.5,0
157,76,3,0,2.5,0
139,37,14,0,2.5,0
141,74,15,0,2.5,0
96,75,26,0,2.5,0
370,70,12,0,2.5,0
19,62,8,0,2.5,0
179,39,25,0,2.5,0
64,82,6,0,2.5,0
368,19,14,0,2.5,0
291,29,4,0,2.5,0
363,91,23,0,2.5,0
177,4,22,0,2.5,0
118,98,8,0,2.5,0
225,6,8,0,2.5,0
432,43,12,0,2.5,0
66,22,19,0,2.5,0
259,2,7,0,2.5,0
327,37,9,0,2.5,0
464,79,6,0,2.5,1
72,29,27,0,2.5,0
353,77,24,0,2.5,0
124,75,6,0,2.5,0
337,66,28,0,2.5,0
183,60,2,0,2.5,0
263,57,20,0,2.5,0
445,5,10,0,2.5,0
414,74,16,0,2.5,0
124,79,20,0,2.5,0
492,20,22,0,2.5,0
52,61,19,0,2.5,0
494,37,12,0,2.5,0
229,54,4,0,2.5,1
499,6,13,0,2.5,0
259,8,9,0,2.5,0
499,48,21,0,2.5,0
284,32,21,0,2.5,0
412,84,24,0,2.5,0
144,63,19,0,2.5,0
183,18,22,0,2.5,0
39,14,27,0,2.5,0
310,20,23,0,2.5,0
244,32,13,0,2.5,0
387,20,13,0,2.5,0
476,3,21,0,2.5,0
221,50,4,0,2.5,0
383,91,30,0,2.5,0
313,36,25,0,2.5,0
313,28,5,0,2.5,0
423,60,16,0,2.5,0
281,57,7,0,2.5,0
412,80,27,0,2.5,0
380,99,14,0,2.5,0
227,30,20,0,2.5,0
115,22,29,0,2.5,0
56,0,10,0,2.5,0
176,18,23,0,2.5,0
401,28,2,0,2.5,1
316,78,12,0,2.5,0
134,65,11,0,2.5,1
482,76,29,0,2.5,0
355,89,16,0,2.5,0
139,77,23,0,2.5,0
147,87,16,0,2.5,0
27,83,17,0,2.5,0
3,52,12,0,2.5,0
170,48,17,0,2.5,0
245,95,8,0,2.5,0
68,12,0,0,2.3,1
40,86,15,0,2.5,0
292,55,9,0,2.5,0
220,54,14,0,2.5,0
74,82,1,0,2.5,1
304,35,15,0,2.5,0
73,79,25,0,2.5,0
297,49,23,0,2.5,0
90,55,22,0,2.5,0
120,32,5,0,2.5,1
319,21,17,0,2.5,0
433,79,18,0,2.5,0
273,41,13,0,2.5,0
106,1,22,0,2.5,0
494,3,6,0,2.5,0
300,25,18,0,2.5,0
226,63,11,0,2.5,0
368,29,26,0,2.5,0
280,47,25,0,2.5,0
52,63,9,0,2.5,0
122,68,4,0,2.5,0
20,29,28,0,2.5,0
428,29,0,0,2.3,1
321,32,9,0,2.5,0
326,15,12,0,2.5,0
410,35,0,0,2.3,1
300,9,5,0,2.5,0
403,71,27,0,2.5,0
171,82,26,0,2.5,0
97,17,14,0,2.5,0
452,49,8,0,2.5,0
114,16,5,0,2.5,1
336,22,6,0,2.5,1
152,39,28,0,2.5,0
145,36,19,0,2.5,0
391,3,13,0,2.5,0
415,96,11,0,2.5,0
307,61,0,0,2.3,1
333,2,12,0,2.5,0
122,17,16,0,2.5,0
116,5,26,0,2.5,0
237,89,17,0,2.5,0
491,99,26,0,2.5,0
61,68,10,0,2.5,0
485,49,5,0,2.5,0
483,7,12,0,2.5,0
334,34,30,0,2.5,0
457,19,2,0,2.5,1
137,7,6,0,2.5,0
423,54,5,0,2.5,0
305,61,12,0,2.5,0
350,80,24,0,2.5,0
287,37,20,0,2.5,0
431,94,24,0,2.5,0
179,33,7,0,2.5,1
96,19,13,0,2.5,0
275,17,13,0,2.5,0
84,19,14,0,2.5,0
317,35,29,0,2.5,0
33,17,13,0,2.5,0
485,4,5,0,2.5,0
124,98,15,0,2.5,0
145,37,30,0,2.5,0
499,26,12,0,2.5,0
408,13,5,0,2.5,0
427,39,17,0,2.5,0
400,82,19,0,2.5,0
247,37,27,0,2.5,0
281,16,17,0,2.5,0
343,22,7,0,2.5,0
436,53,4,0,2.5,0
223,85,13,0,2.5,0
107,67,14,0,2.5,0
103,2,14,0,2.5,0
438,49,20,0,2.5,0
440,23,6,0,2.5,0
312,10,28,0,2.5,0
79,20,5,0,2.5,0
220,57,22,0,2.5,0
375,83,22,0,2.5,0
29,60,20,0,2.5,0
31,15,4,0,2.5,0
334,24,8,0,2.5,0
35,22,13,0,2.5,0
257,40,16,0,2.5,0
325,90,26,0,2.5,0
250,60,3,0,2.5,0
230,60,24,0,2.5,0
121,94,28,0,2.5,0
478,52,8,0,2.5,1
69,37,28,0,2.5,0
217,70,19,0,2.5,0
409,20,23,0,2.5,0
390,76,3,0,2.5,0
363,50,29,0,2.5,0
446,62,2,0,2.5,0
165,34,29,0,2.5,0
340,19,24,0,2.5,0
238,57,6,0,2.5,0
174,79,28,0,2.5,0
387,95,2,0,2.5,0
410,1,20,0,2.5,0
259,32,27,0,2.5,0
29,31,5,0,2.5,0
493,47,16,0,2.5,0
150,5,7,0,2.5,0
131,64,23,0,2.5,0
109,91,20,0,2.5,0
393,0,5,0,2.5,0
198,57,12,0,2.5,0
188,11,8,0,2.5,0
369,15,10,0,2.5,0
487,94,14,0,2.5,0
3,67,15,0,2.5,1
298,32,27,0,2.5,0
139,33,24,0,2.5,0
68,62,13,0,2.5,0
149,92,2,0,2.5,1
247,44,7,0,2.5,1
417,31,6,0,2.5,1
4,83,28,0,2.5,0
102,66,2,0,2.5,0
313,62,17,0,2.5,0
49,71,13,0,2.5,0
164,54,7,0,2.5,0
31,50,24,0,2.5,0
304,20,26,0,2.5,0
398,86,12,0,2.5,0
150,41,9,0,2.5,0
283,15,22,0,2.5,0
174,34,30,0,2.5,0
346,43,16,0,2.5,0
303,57,4,0,2.5,0
458,94,29,0,2.5,0
137,1,20,0,2.5,0
43,16,9,0,2.5,0
23,28,3,0,2.5,1
150,99,20,0,2.5,0
231,53,24,0,2.5,0
228,48,12,0,2.5,0
307,20,17,0,2.5,0
406,20,21,0,2.5,0
90,63,17,0,2.5,0
375,28,10,0,2.5,0
233,14,0,0,2.3,1
47,45,9,0,2.5,0
415,65,14,0,2.5,0
245,75,21,0,2.5,0
297,2,19,0,2.5,0
127,54,25,0,2.5,0
393,59,13,0,2.5,0
400,28,8,0,2.5,0
469,90,9,0,2.5,1
468,8,4,0,2.5,0
476,38,6,0,2.5,0
200,37,1,0,2.5,1
341,86,19,0,2.5,0
213,13,15,0,2.5,0
23,52,10,0,2.5,0
97,90,6,0,2.5,1
50,4,18,0,2.5,0
164,30,8,0,2.5,1
315,87,9,0,2.5,0
414,89,17,0,2.5,0
288,43,1,0,2.5,1
371,95,13,0,2.5,0
393,17,17,0,2.5,0
455,76,12,0,2.5,0
297,0,27,0,2.5,0
147,85,13,0,2.5,0
37,65,17,0,2.5,0
71,98,25,0,2.5,0
17,56,28,0,2.5,0
440,23,0,0,2.3,1
397,10,22,0,2.5,0
483,44,13,0,2.5,0
122,55,4,0,2.5,0
292,71,1,0,2.5,1
113,7,22,0,2.5,0
335,45,25,0,2.5,0
90,89,20,0,2.5,0
416,8,4,0,2.5,0
208,81,8,0,2.5,0
365,85,20,0,2.5,0
60,67,1,0,2.5,1
108,64,8,0,2.5,0
154,41,11,0,2.5,0
440,78,21,0,2.5,0
58,76,24,0,2.5,0
275,34,30,0,2.5,0
443,4,19,0,2.5,0
387,63,6,0,2.5,0
287,19,16,0,2.5,0
222,38,6,0,2.5,0
66,65,27,0,2.5,0
278,39,22,0,2.5,0
51,42,18,0,2.5,0
47,4,28,0,2.5,0
210,45,19,0,2.5,0
212,15,5,0,2.5,0
295,73,27,0,2.5,0
271,61,26,0,2.5,0
70,40,10,0,2.5,0
421,5,8,0,2.5,0
314,34,26,0,2.5,0
45,76,26,0,2.5,0
245,40,12,0,2.5,1
93,81,22,0,2.5,0
338,1,11,0,2.5,0
101,13,24,0,2.5,0
100,99,2,0,2.5,1
356,67,17,0,2.5,0
197,71,23,0,2.5,0
187,75,22,0,2.5,0
164,47,24,0,2.5,0
409,9,9,0,2.5,0
289,40,19,0,2.5,0
301,8,4,0,2.5,0
167,72,12,0,2.5,0
429,75,10,0,2.5,0
156,80,10,0,2.5,0
283,15,0,0,2.3,1
433,37,14,0,2.5,0
236,59,10,0,2.5,0
387,81,24,0,2.5,0
142,42,22,0,2.5,0
483,79,22,0,2.5,0
481,16,19,0,2.5,0
260,27,1,0,2.5,0
266,17,25,0,2.5,0
195,95,29,0,2.5,0
88,7,27,0,2.5,0
216,56,2,0,2.5,0
104,3,20,0,2.5,0
110,43,1,0,2.5,1
211,40,6,0,2.5,0
115,92,0,0,2.3,1
204,65,14,0,2.5,0
464,83,20,0,2.5,0
347,58,24,0,2.5,0
432,49,27,0,2.5,0
158,83,15,0,2.5,0
48,77,12,0,2.5,1
150,86,6,0,2.5,0
316,35,18,0,2.5,0
254,52,28,0,2.5,0
142,13,21,0,2.5,0
190,97,3,0,2.5,1
483,92,0,0,2.3,1
18,12,10,0,2.5,0
253,75,8,0,2.5,0
447,34,13,0,2.5,0
389,60,17,0,2.5,0
355,26,7,0,2.5,0
364,74,15,0,2.5,0
88,68,23,0,2.5,0
108,59,30,0,2.5,0
243,24,16,0,2.5,0
412,38,3,0,2.5,0
86,61,18,0,2.5,0
341,81,23,0,2.5,0
347,89,18,0,2.5,0
244,83,26,0,2.5,0
69,46,1,0,2.5,1
318,30,16,0,2.5,0
154,6,3,0,2.5,1
378,31,29,0,2.5,0
378,85,14,0,2.5,0
230,53,19,0,2.5,0
199,37,2,0,2.5,1
247,69,25,0,2.5,0
390,90,21,0,2.5,0
411,60,23,0,2.5,0
346,90,25,0,2.5,0
215,90,17,0,2.5,0
483,96,17,0,2.5,0
69,64,11,0,2.5,0
326,71,18,0,2.5,0
257,57,8,0,2.5,0
310,21,13,0,2.5,0
239,6,8,0,2.5,1
179,19,29,0,2.5,0
105,57,11,0,2.5,0
42,23,15,0,2.5,0
75,78,28,0,2.5,0
420,88,25,0,2.5,0
282,19,8,0,2.5,0
213,95,13,0,2.5,0
196,7,3,0,2.5,0
75,61,0,0,2.3,1
9,51,18,0,2.5,0
158,7,0,0,2.3,1
374,95,20,0,2.5,0
116,34,26,0,2.5,0
211,76,29,0,2.5,0
388,84,14,0,2.5,0
465,30,22,0,2.5,0
323,52,16,0,2.5,0
348,53,2,0,2.5,0
361,75,20,0,2.5,0
281,34,16,0,2.5,0
483,68,4,0,2.5,0
250,57,1,0,2.5,0
83,23,28,0,2.5,0
446,39,16,0,2.5,0
125,20,15,0,2.5,0
93,6,6,0,2.5,0
242,11,13,0,2.5,0
346,5,10,0,2.5,0
445,96,20,0,2.5,0
224,51,28,0,2.5,0
351,78,5,0,2.5,0
123,7,19,0,2.5,0
344,52,9,0,2.5,0
426,67,26,0,2.5,0
317,22,19,0,2.5,0
303,65,3,0,2.5,0
305,35,13,0,2.5,0
455,28,2,0,2.5,0
309,73,13,0,2.5,0
179,62,21,0,2.5,0
79,35,22,0,2.5,0
331,80,16,0,2.5,0
236,34,9,0,2.5,0
268,60,11,0,2.5,0
32,64,28,0,2.5,0
105,73,16,0,2.5,0
200,64,26,0,2.5,0
483,70,27,0,2.5,0
149,33,7,0,2.5,1
288,93,13,0,2.5,0
288,7,6,0,2.5,0
81,71,25,0,2.5,0
180,67,2,0,2.5,1
354,48,30,0,2.5,0
213,24,28,0,2.5,0
339,29,19,0,2.5,0
109,58,19,0,2.5,0
278,24,26,0,2.5,0
341,74,28,0,2.5,0
378,8,28,0,2.5,0
198,91,26,0,2.5,0
470,24,24,0,2.5,0
349,2,17,0,2.5,0
491,80,26,0,2.5,0
162,62,7,0,2.5,0
277,92,22,0,2.5,0
120,88,26,0,2.5,0
445,26,12,0,2.5,0
414,15,25,0,2.5,0
108,34,4,0,2.5,0
290,38,11,0,2.5,0
408,70,24,0,2.5,0
93,20,4,0,2.5,0
487,81,18,0,2.5,0
219,58,3,0,2.5,0
350,34,18,0,2.5,0
401,37,18,0,2.5,0
381,34,19,0,2.5,0
240,41,0,0,2.3,1
23,6,13,0,2.5,0
306,46,24,0,2.5,0
272,23,8,0,2.5,0
328,69,9,0,2.5,0
58,6,14,0,2.5,0
181,99,18,0,2.5,1
118,43,3,0,2.5,0
470,10,13,0,2.5,0
231,63,23,0,2.5,0
76,0,14,0,2.5,0
33,27,16,0,2.5,0
67,51,28,0,2.5,0
187,75,0,0,2.3,1
423,46,13,0,2.5,0
18,75,19,0,2.5,0
118,83,23,0,2.5,0
243,3,27,0,2.5,0
239,70,6,0,2.5,0
368,38,14,0,2.5,0
18,66,14,0,2.5,0
76,56,13,0,2.5,0
413,39,22,0,2.5,0
184,46,6,0,2.5,0
395,0,21,0,2.5,0
210,86,10,0,2.5,0
341,42,2,0,2.5,0
238,28,16,0,2.5,0
189,9,11,0,2.5,0
71,33,28,0,2.5,0
80,78,19,0,2.5,0
212,68,12,0,2.5,0
248,34,16,0,2.5,0
15,43,27,0,2.5,0
32,30,30,0,2.5,0
99,86,12,0,2.5,0
134,0,10,0,2.5,1
185,3,12,0,2.5,0
442,20,27,0,2.5,0
52,1,5,0,2.5,0
92,37,18,0,2.5,0
400,4,14,0,2.5,0
40,24,17,0,2.5,0
111,56,6,0,2.5,0
449,80,24,0,2.5,0
45,82,3,0,2.5,0
262,8,18,0,2.5,0
79,13,4,0,2.5,0
277,89,14,0,2.5,0
205,10,12,0,2.5,0
320,50,20,0,2.5,0
103,92,23,0,2.5,0
115,68,12,0,2.5,0
32,97,9,0,2.5,0
400,83,20,0,2.5,0
